location,region,realm,culture,faith,rank,source
me_land_4665,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4666,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4667,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_4668,me_anduin_vale_region,LOR,me_galadhrim,me_valar_worship,place,"LOTR, Book II, Ch. 6"
me_land_4669,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_4670,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4671,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4672,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4673,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4674,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_4675,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4676,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4677,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4678,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4679,me_mirkwood_region,WDM,me_woodman,me_northern_ways,place,"Unfinished Tales"
me_land_4680,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_4681,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4682,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4683,me_forochel_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"LOTR map and Appendix A"
me_land_4684,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4685,me_grey_mountains_region,ERE,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 1"
me_land_4686,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4687,me_anduin_vale_region,BEO,me_beorning,me_northern_ways,place,"The Hobbit, Ch. 7"
me_land_4688,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4689,me_anduin_vale_region,BEO,me_beorning,me_northern_ways,place,"The Hobbit, Ch. 7"
me_land_4690,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4691,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4692,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4693,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4694,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4695,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4696,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4697,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4698,me_angmar_region,WILD,me_northern_orc,me_melkorism,wilderness,"LOTR, Appendix A"
me_land_4699,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4700,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4701,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4702,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_4703,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4704,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4705,me_lindon_region,BLU,me_firebeard_broadbeam,me_mahal_cult,place,"The Silmarillion; † ENDORE plan 6.1"
me_land_4706,me_grey_mountains_region,ERE,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 1"
me_land_4707,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4708,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4709,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4710,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4711,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4712,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4713,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4714,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4715,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4716,me_grey_mountains_region,ERE,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 1"
me_land_4717,me_ithilien_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4718,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4719,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4720,me_forochel_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"LOTR map and Appendix A"
me_land_4721,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4722,me_grey_mountains_region,ERE,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 1"
me_land_4723,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4724,me_ithilien_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4725,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4726,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4727,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4728,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_4729,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4730,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4731,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4732,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4733,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4734,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4735,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4736,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4737,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4738,me_anduin_vale_region,LOR,me_galadhrim,me_valar_worship,place,"LOTR, Book II, Ch. 6"
me_land_4739,me_rohan_region,FAN,me_onodrim,me_eldest_ways,place,"LOTR, Book III, Ch. 4"
me_land_4740,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4741,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4742,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4743,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4744,me_dale_region,DAL,me_dalish,me_northern_ways,place,"The Hobbit, Ch. 14"
me_land_4745,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4746,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_4747,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4748,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4749,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4750,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4751,me_grey_mountains_region,ERE,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 1"
me_land_4752,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4753,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4754,me_belfalas_region,DAM,me_dol_amrothian,me_valar_worship,place,"LOTR, Book V, Ch. 1"
me_land_4755,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4756,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4757,me_far_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4758,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4759,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4760,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4761,me_anduin_vale_region,BEO,me_beorning,me_northern_ways,place,"The Hobbit, Ch. 7"
me_land_4762,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4763,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4764,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4765,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4766,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4767,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_4768,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4769,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_4770,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4771,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4772,me_anduin_vale_region,BEO,me_beorning,me_northern_ways,place,"The Hobbit, Ch. 7"
me_land_4773,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4774,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4775,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4776,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4777,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4778,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4779,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4780,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4781,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4782,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_4783,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4784,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4785,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4786,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4787,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4788,me_anorien_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4789,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4790,me_anduin_vale_region,MOA,me_misty_orc,me_melkorism,place,"LOTR, Book II"
me_land_4791,me_mirkwood_region,WDM,me_woodman,me_northern_ways,place,"Unfinished Tales"
me_land_4792,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4793,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4794,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4795,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4796,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4797,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4798,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4799,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4800,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4801,me_grey_mountains_region,ERE,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 1"
me_land_4802,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4803,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4804,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4805,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4806,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4807,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4808,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4809,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4810,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4811,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4812,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4813,me_north_arnor_region,RAN,me_arnor_dunedain,me_valar_worship,place,"LOTR, Appendix A"
me_land_4814,me_mirkwood_region,BEO,me_beorning,me_northern_ways,place,"The Hobbit, Ch. 7"
me_land_4815,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4816,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4817,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4818,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4819,me_rhun_region,DOR,me_dorwinrim,me_northern_ways,place,"The Hobbit, Ch. 9"
me_land_4820,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_4821,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4822,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4823,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4824,me_ithilien_region,WILD,me_gondorian,me_valar_worship,ruin,"LOTR map"
me_land_4825,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4826,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4827,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4828,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4829,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4830,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4831,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4832,me_grey_mountains_region,ERE,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 1"
me_land_4833,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4834,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4835,me_rhun_region,DOR,me_dorwinrim,me_northern_ways,place,"The Hobbit, Ch. 9"
me_land_4836,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4837,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4838,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4839,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4840,me_anduin_vale_region,FAN,me_onodrim,me_eldest_ways,place,"LOTR, Book III, Ch. 4"
me_land_4841,me_lindon_region,BLU,me_firebeard_broadbeam,me_mahal_cult,place,"The Silmarillion; † ENDORE plan 6.1"
me_land_4842,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4843,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4844,me_near_harad_region,HRA,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4845,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4846,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4847,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4848,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4849,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4850,me_anduin_vale_region,BEO,me_beorning,me_northern_ways,place,"The Hobbit, Ch. 7"
me_land_4851,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4852,me_angmar_region,GUN,me_northern_orc,me_melkorism,place,"LOTR, Appendix A"
me_land_4853,me_north_arnor_region,RAN,me_arnor_dunedain,me_valar_worship,place,"LOTR, Appendix A"
me_land_4854,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4855,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_4856,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4857,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4858,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4859,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_4860,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4861,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4862,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4863,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4864,me_near_harad_region,HRA,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4865,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4866,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4867,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_4868,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4869,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4870,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4871,me_anorien_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4872,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4873,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4874,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4875,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4876,me_far_harad_region,HRA,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4877,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4878,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4879,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4880,me_rhun_region,DOR,me_dorwinrim,me_northern_ways,place,"The Hobbit, Ch. 9"
me_land_4881,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4882,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4883,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4884,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4885,me_near_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4886,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_4887,me_north_arnor_region,ANG,me_northern_orc,me_melkorism,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4888,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4889,me_ithilien_region,WILD,me_gondorian,me_valar_worship,wilderness,"LOTR map"
me_land_4890,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4891,me_mirkwood_region,DOL,me_mordor_orc,me_sauron_cult,place,"LOTR, Appendix B"
me_land_4892,me_angmar_region,GUN,me_northern_orc,me_melkorism,place,"LOTR, Appendix A"
me_land_4893,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4894,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4895,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4896,me_far_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4897,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4898,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_4899,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4900,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4901,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4902,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4903,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4904,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_4905,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4906,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4907,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4908,me_near_harad_region,HRA,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4909,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4910,me_angmar_region,WILD,me_northern_orc,me_melkorism,wilderness,"LOTR, Appendix A"
me_land_4911,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4912,me_far_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4913,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4914,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4915,me_anduin_vale_region,LOR,me_galadhrim,me_valar_worship,place,"LOTR, Book II, Ch. 6"
me_land_4916,me_anduin_vale_region,BEO,me_beorning,me_northern_ways,place,"The Hobbit, Ch. 7"
