location,kind,region,realm,status
me_land_6877,land,me_mordor_region,MOR,owned
me_land_6878,land,me_khand_region,KHA,owned
me_land_6879,land,me_khand_region,KHA,owned
me_land_6880,land,me_rhun_region,RHU,owned
me_land_6881,land,me_mirkwood_region,WOO,owned
me_land_6882,land,me_shire_breeland_region,SHI,owned
me_land_6883,land,me_rhun_region,RHU,owned
me_land_6884,land,me_mordor_region,MOR,owned
me_land_6885,land,me_south_gondor_region,GON,owned
me_land_6886,land,me_mirkwood_region,WOO,owned
me_land_6887,land,me_belfalas_region,GON,owned
me_land_6888,land,me_angmar_region,WILD,wild_buffer
me_land_6889,land,me_north_arnor_region,WILD,wild_buffer
me_land_6890,land,me_rhun_region,RH2,owned
me_land_6891,land,me_rhun_region,RH2,owned
me_land_6892,land,me_rhun_region,RH2,owned
me_land_6893,land,me_mirkwood_region,WOO,owned
me_land_6894,land,me_mirkwood_region,WOO,owned
me_land_6895,land,me_lindon_region,BLU,owned
me_land_6896,land,me_rhun_region,RHU,owned
me_land_6897,land,me_belfalas_region,GON,owned
me_land_6898,land,me_mirkwood_region,WOO,owned
me_land_6899,land,me_enedwaith_region,DUN,owned
me_land_6900,land,me_lindon_region,LIN,owned
me_land_6901,land,me_forochel_region,WILD,wild_buffer
me_land_6902,land,me_near_harad_region,HNE,owned
me_land_6903,land,me_brown_lands_region,WILD,wild_buffer
me_land_6904,land,me_grey_mountains_region,GUN,owned
me_land_6905,land,me_umbar_region,UMB,owned
me_land_6906,land,me_ithilien_region,MOR,owned
me_land_6907,land,me_dale_region,DAL,owned
me_land_6908,land,me_forochel_region,WILD,wild_buffer
me_land_6909,land,me_near_harad_region,HRA,owned
me_land_6910,land,me_rhun_region,RH2,owned
me_land_6911,land,me_umbar_region,UMB,owned
me_land_6912,land,me_mordor_region,MOR,owned
me_land_6913,land,me_rohan_region,ROH,owned
me_land_6914,land,me_rhun_region,RH2,owned
me_land_6915,land,me_umbar_region,UMB,owned
me_land_6916,land,me_brown_lands_region,WILD,wild_buffer
me_land_6917,land,me_rhun_region,RH2,owned
me_land_6918,land,me_rhun_region,RH3,owned
me_land_6919,land,me_anduin_vale_region,BEO,owned
me_land_6920,land,me_rhun_region,RHU,owned
me_land_6921,land,me_rohan_region,ROH,owned
me_land_6922,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_6923,land,me_rhun_region,RH2,owned
me_land_6924,land,me_rhun_region,DOR,owned
me_land_6925,land,me_angmar_region,WILD,wild_buffer
me_land_6926,land,me_brown_lands_region,WILD,wild_buffer
me_land_6927,land,me_brown_lands_region,WILD,wild_buffer
me_land_6928,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_6929,land,me_ithilien_region,MOR,owned
me_land_6930,land,me_lindon_region,LIN,owned
me_land_6931,land,me_south_gondor_region,GON,owned
me_land_6932,land,me_khand_region,KHA,owned
me_land_6933,land,me_rhun_region,RH2,owned
me_land_6934,land,me_shire_breeland_region,BRE,owned
me_land_6935,land,me_near_harad_region,UMB,owned
me_land_6936,land,me_rohan_region,ROH,owned
me_land_6937,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_6938,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_6939,land,me_near_harad_region,HNE,owned
me_land_6940,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_6941,land,me_khand_region,KHA,owned
me_land_6942,land,me_rhun_region,RH2,owned
me_land_6943,land,me_brown_lands_region,WILD,wild_buffer
me_land_6944,land,me_lindon_region,LIN,owned
me_land_6945,land,me_lebennin_region,GON,owned
me_land_6946,land,me_grey_mountains_region,IRO,owned
me_land_6947,land,me_shire_breeland_region,WILD,wild_buffer
me_land_6948,land,me_rhun_region,RH3,owned
me_land_6949,land,me_far_harad_region,KHA,owned
me_land_6950,land,me_khand_region,KHA,owned
me_land_6951,land,me_lebennin_region,GON,owned
me_land_6952,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_6953,land,me_umbar_region,UMB,owned
me_land_6954,land,me_rhun_region,RHU,owned
me_land_6955,land,me_forochel_region,WILD,wild_buffer
me_land_6956,land,me_mordor_region,MOR,owned
me_land_6957,land,me_dale_region,WOO,owned
me_land_6958,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_6959,land,me_umbar_region,UMB,owned
me_land_6960,land,me_north_arnor_region,WILD,wild_buffer
me_land_6961,land,me_anduin_vale_region,WILD,wild_buffer
me_land_6962,land,me_brown_lands_region,WILD,wild_buffer
me_land_6963,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_6964,land,me_lebennin_region,GON,owned
me_land_6965,land,me_mordor_region,MOR,owned
me_land_6966,land,me_rhun_region,RH2,owned
me_land_6967,land,me_enedwaith_region,DUN,owned
me_land_6968,land,me_grey_mountains_region,GUN,owned
me_land_6969,land,me_rhun_region,RH2,owned
me_land_6970,land,me_north_arnor_region,WILD,wild_buffer
me_land_6971,land,me_rhun_region,RH2,owned
me_land_6972,land,me_far_harad_region,HFA,owned
me_land_6973,land,me_enedwaith_region,DUN,owned
me_land_6974,land,me_dale_region,DAL,owned
me_land_6975,land,me_anduin_vale_region,WILD,wild_buffer
me_land_6976,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_6977,land,me_near_harad_region,HRA,owned
me_land_6978,land,me_rhun_region,RH2,owned
me_land_6979,land,me_rhun_region,RHU,owned
me_land_6980,land,me_khand_region,KHA,owned
me_land_6981,land,me_lindon_region,LIN,owned
me_land_6982,land,me_enedwaith_region,DUN,owned
me_land_6983,land,me_belfalas_region,GON,owned
me_land_6984,land,me_shire_breeland_region,SHI,owned
me_land_6985,land,me_rhun_region,RHU,owned
me_land_6986,land,me_rhun_region,RH3,owned
me_land_6987,land,me_belfalas_region,GON,owned
me_land_6988,land,me_brown_lands_region,DOL,owned
me_land_6989,land,me_mirkwood_region,WOO,owned
me_land_6990,land,me_north_arnor_region,WILD,wild_buffer
me_land_6991,land,me_mordor_region,MOR,owned
me_land_6992,land,me_mordor_region,MOR,owned
me_land_6993,land,me_anduin_vale_region,WILD,wild_buffer
me_land_6994,land,me_far_harad_region,HNE,owned
me_land_6995,land,me_ithilien_region,MOR,owned
me_land_6996,land,me_anorien_region,GON,owned
me_land_6997,land,me_khand_region,KHA,owned
me_land_6998,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_6999,land,me_mordor_region,MOR,owned
me_land_7000,land,me_brown_lands_region,WILD,wild_buffer
me_land_7001,land,me_khand_region,KHA,owned
me_land_7002,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_7003,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7004,land,me_rhun_region,DOR,owned
me_land_7005,land,me_angmar_region,WILD,wild_buffer
me_land_7006,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7007,land,me_mordor_region,MOR,owned
me_land_7008,land,me_khand_region,KHA,owned
me_land_7009,land,me_umbar_region,UMB,owned
me_land_7010,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7011,land,me_rhun_region,RHU,owned
me_land_7012,land,me_lindon_region,LIN,owned
me_land_7013,land,me_mirkwood_region,WOO,owned
me_land_7014,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7015,land,me_rohan_region,FAN,owned
me_land_7016,land,me_mordor_region,MOR,owned
me_land_7017,land,me_rohan_region,ROH,owned
me_land_7018,land,me_rohan_region,ROH,owned
me_land_7019,land,me_belfalas_region,GON,owned
me_land_7020,land,me_enedwaith_region,DUN,owned
me_land_7021,land,me_north_arnor_region,WILD,wild_buffer
me_land_7022,land,me_far_harad_region,KHA,owned
me_land_7023,land,me_near_harad_region,KHA,owned
me_land_7024,land,me_lebennin_region,GON,owned
me_land_7025,land,me_khand_region,KHA,owned
me_land_7026,land,me_lindon_region,LIN,owned
me_land_7027,land,me_north_arnor_region,WILD,wild_buffer
me_land_7028,land,me_forochel_region,LOS,owned
me_land_7029,land,me_belfalas_region,GON,owned
me_land_7030,land,me_rohan_region,ROH,owned
me_land_7031,land,me_forochel_region,LOS,owned
me_land_7032,land,me_ithilien_region,WILD,wild_ithilien
me_land_7033,land,me_belfalas_region,GON,owned
me_land_7034,land,me_brown_lands_region,WILD,wild_buffer
me_land_7035,land,me_brown_lands_region,WILD,wild_buffer
me_land_7036,land,me_khand_region,KHA,owned
me_land_7037,land,me_rohan_region,ROH,owned
me_land_7038,land,me_enedwaith_region,DUN,owned
me_land_7039,land,me_rohan_region,ISE,owned
me_land_7040,land,me_north_arnor_region,WILD,wild_buffer
me_land_7041,land,me_belfalas_region,GON,owned
me_land_7042,land,me_angmar_region,WILD,wild_buffer
me_land_7043,land,me_lindon_region,LIN,owned
me_land_7044,land,me_north_arnor_region,WILD,wild_buffer
me_land_7045,land,me_brown_lands_region,WILD,wild_buffer
me_land_7046,land,me_brown_lands_region,WILD,wild_buffer
me_land_7047,land,me_belfalas_region,GON,owned
me_land_7048,land,me_north_arnor_region,WILD,wild_buffer
me_land_7049,land,me_rhun_region,RHU,owned
me_land_7050,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7051,land,me_khand_region,KHA,owned
me_land_7052,land,me_north_arnor_region,WILD,wild_buffer
me_land_7053,land,me_mordor_region,MOR,owned
me_land_7054,land,me_belfalas_region,GON,owned
me_land_7055,land,me_grey_mountains_region,IRO,owned
me_land_7056,land,me_ithilien_region,MOR,owned
me_land_7057,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7058,land,me_belfalas_region,DAM,owned
me_land_7059,land,me_mordor_region,MOR,owned
me_land_7060,land,me_rhun_region,RH3,owned
me_land_7061,land,me_ithilien_region,MOR,owned
me_land_7062,land,me_mordor_region,MOR,owned
me_land_7063,land,me_mirkwood_region,WOO,owned
me_land_7064,land,me_enedwaith_region,DUN,owned
me_land_7065,land,me_mirkwood_region,WOO,owned
me_land_7066,land,me_lindon_region,BLU,owned
me_land_7067,land,me_khand_region,KHA,owned
me_land_7068,land,me_far_harad_region,HNE,owned
me_land_7069,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_7070,land,me_rhun_region,RHU,owned
me_land_7071,land,me_near_harad_region,HRA,owned
me_land_7072,land,me_north_arnor_region,WILD,wild_buffer
me_land_7073,land,me_near_harad_region,KHA,owned
me_land_7074,land,me_mordor_region,MOR,owned
me_land_7075,land,me_enedwaith_region,DUN,owned
me_land_7076,land,me_rhun_region,RHU,owned
me_land_7077,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7078,land,me_lindon_region,LIN,owned
me_land_7079,land,me_far_harad_region,HNE,owned
me_land_7080,land,me_anorien_region,GON,owned
me_land_7081,land,me_far_harad_region,HFA,owned
me_land_7082,land,me_rhun_region,RH3,owned
me_land_7083,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7084,land,me_near_harad_region,HNE,owned
me_land_7085,land,me_rohan_region,ROH,owned
me_land_7086,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7087,land,me_shire_breeland_region,BRE,owned
me_land_7088,land,me_far_harad_region,KHA,owned
me_land_7089,land,me_lindon_region,LIN,owned
me_land_7090,land,me_rohan_region,ROH,owned
me_land_7091,land,me_north_arnor_region,WILD,wild_buffer
me_land_7092,land,me_north_arnor_region,ANG,owned
me_land_7093,land,me_mirkwood_region,DOL,owned
me_land_7094,land,me_rhun_region,RH3,owned
me_land_7095,land,me_rhun_region,RH2,owned
me_land_7096,land,me_belfalas_region,DAM,owned
me_land_7097,land,me_enedwaith_region,DUN,owned
me_land_7098,land,me_ithilien_region,MOR,owned
me_land_7099,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7100,land,me_mordor_region,MOR,owned
me_land_7101,land,me_belfalas_region,DAM,owned
me_land_7102,land,me_mordor_region,MOR,owned
me_land_7103,land,me_mordor_region,MOR,owned
me_land_7104,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7105,land,me_lindon_region,LIN,owned
me_land_7106,land,me_enedwaith_region,DUN,owned
me_land_7107,land,me_belfalas_region,DAM,owned
me_land_7108,land,me_rhun_region,RH3,owned
me_land_7109,land,me_north_arnor_region,ANG,owned
me_land_7110,land,me_mirkwood_region,WOO,owned
me_land_7111,land,me_khand_region,KHA,owned
me_land_7112,land,me_brown_lands_region,WILD,wild_buffer
me_land_7113,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7114,land,me_rhun_region,RH2,owned
me_land_7115,land,me_near_harad_region,HNE,owned
me_land_7116,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7117,land,me_khand_region,KHA,owned
me_land_7118,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7119,land,me_far_harad_region,HFA,owned
me_land_7120,land,me_rhun_region,RHU,owned
me_land_7121,land,me_belfalas_region,GON,owned
me_land_7122,land,me_far_harad_region,HFA,owned
me_land_7123,land,me_rhun_region,RHU,owned
me_land_7124,land,me_umbar_region,UMB,owned
me_land_7125,land,me_belfalas_region,GON,owned
me_land_7126,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7127,land,me_rohan_region,ROH,owned
me_land_7128,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7129,land,me_mirkwood_region,WOO,owned
me_land_7130,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7131,land,me_mirkwood_region,WOO,owned
me_land_7132,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7133,land,me_mordor_region,MOR,owned
me_land_7134,land,me_rohan_region,ROH,owned
me_land_7135,land,me_mordor_region,MOR,owned
me_land_7136,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7137,land,me_rhun_region,RHU,owned
me_land_7138,land,me_rhun_region,RH2,owned
me_land_7139,land,me_rohan_region,ROH,owned
me_land_7140,land,me_belfalas_region,GON,owned
me_land_7141,land,me_anorien_region,GON,owned
me_land_7142,land,me_angmar_region,WILD,wild_buffer
me_land_7143,land,me_mordor_region,MOR,owned
me_land_7144,land,me_belfalas_region,GON,owned
me_land_7145,land,me_rohan_region,FAN,owned
me_land_7146,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7147,land,me_north_arnor_region,WILD,wild_buffer
me_land_7148,land,me_south_gondor_region,GON,owned
me_land_7149,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7150,land,me_near_harad_region,HNE,owned
me_land_7151,land,me_brown_lands_region,WILD,wild_brown_lands
me_land_7152,land,me_umbar_region,UMB,owned
me_land_7153,land,me_rhun_region,RH2,owned
me_land_7154,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7155,land,me_north_arnor_region,WILD,wild_buffer
me_land_7156,land,me_grey_mountains_region,IRO,owned
me_land_7157,land,me_mordor_region,MOR,owned
me_land_7158,land,me_enedwaith_region,DUN,owned
me_land_7159,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7160,land,me_near_harad_region,HNE,owned
me_land_7161,land,me_forochel_region,WILD,wild_buffer
me_land_7162,land,me_enedwaith_region,DUN,owned
me_land_7163,land,me_enedwaith_region,DUN,owned
me_land_7164,land,me_rhun_region,RHU,owned
me_land_7165,land,me_mirkwood_region,WOO,owned
me_land_7166,land,me_south_gondor_region,GON,owned
me_land_7167,land,me_khand_region,KHA,owned
me_land_7168,land,me_mordor_region,MOR,owned
me_land_7169,land,me_mordor_region,MOR,owned
me_land_7170,land,me_mordor_region,MOR,owned
me_land_7171,land,me_khand_region,KHA,owned
me_land_7172,land,me_rohan_region,ROH,owned
me_land_7173,land,me_south_gondor_region,GON,owned
me_land_7174,land,me_near_harad_region,KHA,owned
me_land_7175,land,me_ithilien_region,MOR,owned
me_land_7176,land,me_near_harad_region,HNE,owned
me_land_7177,land,me_rhun_region,RHU,owned
me_land_7178,land,me_north_arnor_region,WILD,wild_buffer
me_land_7179,land,me_rhun_region,RH3,owned
me_land_7180,land,me_far_harad_region,HFA,owned
me_land_7181,land,me_mordor_region,MOR,owned
me_land_7182,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7183,land,me_rhun_region,RH3,owned
me_land_7184,land,me_far_harad_region,KHA,owned
me_land_7185,land,me_anduin_vale_region,MOA,owned
me_land_7186,land,me_far_harad_region,KHA,owned
me_land_7187,land,me_shire_breeland_region,WILD,wild_buffer
me_land_7188,land,me_ithilien_region,MOR,owned
me_land_7189,land,me_near_harad_region,HNE,owned
me_land_7190,land,me_lebennin_region,GON,owned
me_land_7191,land,me_enedwaith_region,DUN,owned
me_land_7192,land,me_enedwaith_region,DUN,owned
me_land_7193,land,me_mordor_region,MOR,owned
me_land_7194,land,me_ithilien_region,WILD,wild_ithilien
me_land_7195,land,me_north_arnor_region,RAN,owned
me_land_7196,land,me_rohan_region,FAN,owned
me_land_7197,land,me_belfalas_region,GON,owned
me_land_7198,land,me_near_harad_region,HNE,owned
me_land_7199,land,me_rhun_region,RH2,owned
me_land_7200,land,me_brown_lands_region,WILD,wild_buffer
me_land_7201,land,me_khand_region,KHA,owned
me_land_7202,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7203,land,me_rhun_region,RH3,owned
me_land_7204,land,me_rhun_region,RHU,owned
me_land_7205,land,me_near_harad_region,KHA,owned
me_land_7206,land,me_near_harad_region,UMB,owned
me_land_7207,land,me_rhun_region,RHU,owned
me_land_7208,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7209,land,me_shire_breeland_region,WILD,wild_buffer
me_land_7210,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7211,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_7212,land,me_khand_region,KHA,owned
me_land_7213,land,me_enedwaith_region,DUN,owned
me_land_7214,land,me_anorien_region,GON,owned
me_land_7215,land,me_anduin_vale_region,WDM,owned
me_land_7216,land,me_south_gondor_region,GON,owned
me_land_7217,land,me_south_gondor_region,GON,owned
me_land_7218,land,me_rhun_region,RHU,owned
me_land_7219,land,me_rhun_region,RHU,owned
me_land_7220,land,me_belfalas_region,GON,owned
me_land_7221,land,me_far_harad_region,KHA,owned
me_land_7222,land,me_rhun_region,RH2,owned
me_land_7223,land,me_north_arnor_region,WILD,wild_buffer
me_land_7224,land,me_far_harad_region,HFA,owned
me_land_7225,land,me_ithilien_region,WILD,wild_ithilien
me_land_7226,land,me_belfalas_region,GON,owned
me_land_7227,land,me_far_harad_region,HFA,owned
me_land_7228,land,me_near_harad_region,HRA,owned
me_land_7229,land,me_khand_region,KHA,owned
me_land_7230,land,me_mordor_region,MOR,owned
me_land_7231,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7232,land,me_rohan_region,ROH,owned
me_land_7233,land,me_brown_lands_region,WILD,wild_buffer
me_land_7234,land,me_grey_mountains_region,GUN,owned
me_land_7235,land,me_far_harad_region,HFA,owned
me_land_7236,land,me_enedwaith_region,DUN,owned
me_land_7237,land,me_enedwaith_region,DUN,owned
me_land_7238,land,me_far_harad_region,HFA,owned
me_land_7239,land,me_mordor_region,MOR,owned
me_land_7240,land,me_rhun_region,RHU,owned
me_land_7241,land,me_umbar_region,UMB,owned
me_land_7242,land,me_rohan_region,ROH,owned
me_land_7243,land,me_lindon_region,LIN,owned
me_land_7244,land,me_rhun_region,RH3,owned
me_land_7245,land,me_belfalas_region,GON,owned
me_land_7246,land,me_lindon_region,LIN,owned
me_land_7247,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7248,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7249,land,me_mirkwood_region,WOO,owned
me_land_7250,land,me_far_harad_region,KHA,owned
me_land_7251,land,me_near_harad_region,HRA,owned
me_land_7252,land,me_near_harad_region,HNE,owned
me_land_7253,land,me_rhun_region,DOR,owned
me_land_7254,land,me_mordor_region,MOR,owned
me_land_7255,land,me_forochel_region,LOS,owned
me_land_7256,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7257,land,me_ithilien_region,WILD,wild_ithilien
me_land_7258,land,me_umbar_region,UMB,owned
me_land_7259,land,me_brown_lands_region,WILD,wild_buffer
me_land_7260,land,me_rhun_region,RHU,owned
me_land_7261,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7262,land,me_mordor_region,MOR,owned
me_land_7263,land,me_rhun_region,DOR,owned
me_land_7264,land,me_umbar_region,UMB,owned
me_land_7265,land,me_lindon_region,LIN,owned
me_land_7266,land,me_khand_region,KHA,owned
me_land_7267,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_7268,land,me_khand_region,KHA,owned
me_land_7269,land,me_forochel_region,WILD,wild_buffer
me_land_7270,land,me_grey_mountains_region,GUN,owned
me_land_7271,land,me_near_harad_region,UMB,owned
me_land_7272,land,me_mordor_region,MOR,owned
me_land_7273,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7274,land,me_mordor_region,MOR,owned
me_land_7275,land,me_brown_lands_region,WILD,wild_buffer
me_land_7276,land,me_forochel_region,WILD,wild_buffer
me_land_7277,land,me_rohan_region,ROH,owned
me_land_7278,land,me_forochel_region,WILD,wild_buffer
me_land_7279,land,me_belfalas_region,DAM,owned
me_land_7280,land,me_north_arnor_region,WILD,wild_buffer
me_land_7281,land,me_shire_breeland_region,WILD,wild_buffer
me_land_7282,land,me_far_harad_region,KHA,owned
me_land_7283,land,me_north_arnor_region,WILD,wild_buffer
me_land_7284,land,me_rhun_region,DOR,owned
me_land_7285,land,me_rhun_region,DOR,owned
me_land_7286,land,me_lindon_region,LIN,owned
me_land_7287,land,me_rhun_region,RH2,owned
me_land_7288,land,me_rohan_region,ISE,owned
me_land_7289,land,me_ithilien_region,MOR,owned
me_land_7290,land,me_south_gondor_region,GON,owned
me_land_7291,land,me_brown_lands_region,WILD,wild_buffer
me_land_7292,land,me_ithilien_region,MOR,owned
me_land_7293,land,me_brown_lands_region,WILD,wild_buffer
me_land_7294,land,me_mirkwood_region,WOO,owned
me_land_7295,land,me_lebennin_region,GON,owned
me_land_7296,land,me_brown_lands_region,WILD,wild_brown_lands
me_land_7297,land,me_south_gondor_region,GON,owned
me_land_7298,land,me_umbar_region,UMB,owned
me_land_7299,land,me_umbar_region,UMB,owned
me_land_7300,land,me_far_harad_region,KHA,owned
me_land_7301,land,me_far_harad_region,KHA,owned
me_land_7302,land,me_near_harad_region,UMB,owned
me_land_7303,land,me_forochel_region,WILD,wild_buffer
me_land_7304,land,me_rhun_region,RH2,owned
me_land_7305,land,me_far_harad_region,KHA,owned
me_land_7306,land,me_angmar_region,WILD,wild_buffer
me_land_7307,land,me_far_harad_region,KHA,owned
me_land_7308,land,me_belfalas_region,DAM,owned
me_land_7309,land,me_mordor_region,MOR,owned
me_land_7310,land,me_brown_lands_region,WILD,wild_buffer
me_land_7311,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_7312,land,me_rhun_region,RHU,owned
me_land_7313,land,me_far_harad_region,HFA,owned
me_land_7314,land,me_rohan_region,ROH,owned
me_land_7315,land,me_near_harad_region,HNE,owned
me_land_7316,land,me_lindon_region,LIN,owned
me_land_7317,land,me_near_harad_region,HNE,owned
me_land_7318,land,me_rhun_region,RH2,owned
me_land_7319,land,me_ithilien_region,GON,owned
me_land_7320,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_7321,land,me_rohan_region,ROH,owned
me_land_7322,land,me_forochel_region,WILD,wild_buffer
me_land_7323,land,me_belfalas_region,DAM,owned
me_land_7324,land,me_near_harad_region,KHA,owned
me_land_7325,land,me_rhun_region,RHU,owned
me_land_7326,land,me_mirkwood_region,WOO,owned
me_land_7327,land,me_rhun_region,RH2,owned
me_land_7328,land,me_enedwaith_region,DUN,owned
me_land_7329,land,me_enedwaith_region,DUN,owned
me_land_7330,land,me_rohan_region,ROH,owned
me_land_7331,land,me_north_arnor_region,WILD,wild_buffer
me_land_7332,land,me_enedwaith_region,DUN,owned
me_land_7333,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7334,land,me_north_arnor_region,WILD,wild_buffer
me_land_7335,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_7336,land,me_brown_lands_region,WILD,wild_buffer
me_land_7337,land,me_angmar_region,WILD,wild_buffer
me_land_7338,land,me_angmar_region,WILD,wild_buffer
me_land_7339,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7340,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7341,land,me_belfalas_region,DAM,owned
me_land_7342,land,me_near_harad_region,UMB,owned
me_land_7343,land,me_belfalas_region,GON,owned
me_land_7344,land,me_angmar_region,WILD,wild_buffer
me_land_7345,land,me_lindon_region,LIN,owned
me_land_7346,land,me_brown_lands_region,WILD,wild_buffer
me_land_7347,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7348,land,me_rhun_region,RHU,owned
me_land_7349,land,me_mirkwood_region,WDM,owned
me_land_7350,land,me_rhun_region,RH2,owned
me_land_7351,land,me_south_gondor_region,GON,owned
me_land_7352,land,me_brown_lands_region,WILD,wild_buffer
me_land_7353,land,me_rhun_region,RHU,owned
me_land_7354,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7355,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7356,land,me_rohan_region,ROH,owned
me_land_7357,land,me_rohan_region,ROH,owned
me_land_7358,land,me_mordor_region,MOR,owned
me_land_7359,land,me_rhun_region,RHU,owned
me_land_7360,land,me_rhun_region,RH2,owned
me_land_7361,land,me_rohan_region,ROH,owned
me_land_7362,land,me_anduin_vale_region,MOA,owned
me_land_7363,land,me_grey_mountains_region,IRO,owned
me_land_7364,land,me_lindon_region,LIN,owned
me_land_7365,land,me_far_harad_region,HFA,owned
me_land_7366,land,me_rhun_region,RH3,owned
me_land_7367,land,me_khand_region,KHA,owned
me_land_7368,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7369,land,me_umbar_region,UMB,owned
me_land_7370,land,me_far_harad_region,HFA,owned
me_land_7371,land,me_khand_region,KHA,owned
me_land_7372,land,me_rhun_region,RH2,owned
me_land_7373,land,me_rhun_region,RHU,owned
me_land_7374,land,me_lindon_region,LIN,owned
me_land_7375,land,me_forochel_region,LOS,owned
me_land_7376,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7377,land,me_rhun_region,RH3,owned
me_land_7378,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7379,land,me_rhun_region,RH2,owned
me_land_7380,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7381,land,me_grey_mountains_region,ERE,owned
me_land_7382,land,me_mirkwood_region,WOO,owned
me_land_7383,land,me_rohan_region,ROH,owned
me_land_7384,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7385,land,me_forochel_region,LOS,owned
me_land_7386,land,me_ithilien_region,MOR,owned
me_land_7387,land,me_rohan_region,ROH,owned
me_land_7388,land,me_rhun_region,RHU,owned
me_land_7389,land,me_ithilien_region,MOR,owned
me_land_7390,land,me_rhun_region,RHU,owned
me_land_7391,land,me_mirkwood_region,WOO,owned
me_land_7392,land,me_rhun_region,RH2,owned
me_land_7393,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7394,land,me_khand_region,KHA,owned
me_land_7395,land,me_khand_region,KHA,owned
me_land_7396,land,me_rhun_region,RH2,owned
me_land_7397,land,me_lindon_region,LIN,owned
me_land_7398,land,me_lindon_region,LIN,owned
me_land_7399,land,me_anduin_vale_region,WILD,wild_buffer
me_land_7400,land,me_rhun_region,RHU,owned
me_land_7401,land,me_north_arnor_region,WILD,wild_buffer
me_land_7402,land,me_lebennin_region,GON,owned
me_land_7403,land,me_brown_lands_region,WILD,wild_buffer
me_land_7404,land,me_mordor_region,MOR,owned
me_land_7405,land,me_mirkwood_region,WOO,owned
me_land_7406,land,me_rhun_region,RHU,owned
me_land_7407,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_7408,land,me_south_gondor_region,GON,owned
me_land_7409,land,me_anduin_vale_region,MOA,owned
me_land_7410,land,me_ithilien_region,MOR,owned
