location,name,kind,region,realm,rank,source
me_land_2595,Lugnakh Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2596,Eithel mornen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2597,Mauhnakh Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2598,Alderbourne End,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_2599,Ashbourne End,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_2600,Palepoint Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2601,Emyn mornen,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_2602,Sealpoint Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2603,Imlad mornen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2604,Minas mornen,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_2605,Kandak Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2606,Celduinholm,land,me_dale_region,ESG,place,† M3 regional lexicon
me_land_2607,Uldach Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2608,Qasamar Gate,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_2609,Muzgnakh Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2610,Sharbizar,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_2611,Khazak Camp,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_2612,Wainach Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2613,Fernbury,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_2614,Ost mornen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2615,Taur mornen,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_2616,Bar mornen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2617,Folcgar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2618,Nazgnakh Camp,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_2619,Snowpoint Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2620,Haybury,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_2621,Rakhamar Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2622,Calen mornen,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_2623,Zorach Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2624,Celon mornen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2625,Nim mornen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2626,Balad Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2627,Amon nenen,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2628,Borad Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2629,Gathad Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2630,Barrowbourne End,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_2631,Dol nenen,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_2632,Eithel nenen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2633,Skainakh Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2634,Sahramar Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2635,Starpoint Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2636,Khorak Camp,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_2637,Karmad Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2638,Uglnakh Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2639,Tazamar Gate,land,me_far_harad_region,HRA,place,† M3 regional lexicon
me_land_2640,Framgar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2641,Uruknakh Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2642,Whitepoint Reach,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_2643,Winterpoint Reach,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_2644,Ashshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2645,Beaconbourne End,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_2646,Khurad Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2647,Azgshak Camp,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_2648,Emyn nenen,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2649,Imlad nenen,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2650,Coldshore Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2651,Daleholm,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_2652,Zigilbizar,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_2653,Blackshak Camp,land,me_grey_mountains_region,GUN,place,† M3 regional lexicon
me_land_2654,Minas nenen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2655,Lodad Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2656,Ruzak Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2657,Skarnak Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2658,Blackbourne End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2659,Boughbough,land,me_anduin_vale_region,FAN,place,† M3 regional lexicon
me_land_2660,Burzshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2661,Umramar Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2662,Driftshore Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2663,Bramblebourne End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2664,Ost nenen,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2665,Eastholm,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_2666,Dushshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2667,Taur nenen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2668,Zaramar Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2669,Bucklandbourne End,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_2670,Azran Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2671,Ghashshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2672,Hazelbury,land,me_shire_breeland_region,WILD,wilderness,† M3 regional lexicon
me_land_2673,Gorshak Camp,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_2674,Grishshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2675,Targak Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2676,Cedarbourne End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2677,Frostshore Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2678,Krimpshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2679,Lugshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2680,Bahran Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2681,Narad Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2682,Mauhshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2683,Hollybury,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_2684,Deepbourne End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2685,Bar nenen,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2686,Iceshore Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2687,Muzgshak Camp,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_2688,Northshore Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2689,Calen nenen,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_2690,Eastbourne End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2691,Greenbourne End,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_2692,Nazgshak Camp,land,me_grey_mountains_region,GUN,place,† M3 regional lexicon
me_land_2693,Skaishak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2694,Daran Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2695,Faran Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2696,Hadran Gate,land,me_far_harad_region,HRA,place,† M3 regional lexicon
me_land_2697,Greybourne End,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_2698,Uglshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2699,Kharan Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2700,Longbourne End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2701,Paleshore Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2702,Azandûm,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_2703,Celon nenen,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2704,Sealshore Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2705,Mahran Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2706,Barazdûm,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_2707,Urukshak Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2708,Grimgar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2709,Nim nenen,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2710,Northbourne End,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_2711,Amon rathen,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_2712,Naran Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2713,Dol rathen,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2714,Qasan Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2715,Rhovad Road,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_2716,Sagad Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2717,Rakhan Gate,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_2718,Sahran Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2719,Eithel rathen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2720,Ashsnaga Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2721,Tazan Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2722,Varkak Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2723,Umran Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2724,Emyn rathen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2725,Snowshore Reach,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_2726,Zaran Gate,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_2727,Azrara Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2728,Oakbourne End,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_2729,Imlad rathen,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2730,Azgsnaga Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2731,Minas rathen,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_2732,Ost rathen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2733,Sharad Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2734,Zandak Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2735,Starshore Reach,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_2736,Uldad Road,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_2737,Wainad Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2738,Zorad Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2739,Blacksnaga Camp,land,me_angmar_region,GUN,place,† M3 regional lexicon
me_land_2740,Taur rathen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2741,Bahrara Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2742,Arzan Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2743,Whiteshore Reach,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_2744,Wintershore Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2745,Bar rathen,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_2746,Balar Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2747,Borar Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2748,Gathar Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2749,Darara Gate,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_2750,Southbourne End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2751,Bizardûm,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_2752,Stonebourne End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2753,Calen rathen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2754,Burzsnaga Camp,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_2755,Westbourne End,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_2756,Balkan Camp,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_2757,Celon rathen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2758,Dushsnaga Camp,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_2759,Alderbridge End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2760,Coldwater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2761,Ashbridge End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2762,Ghashsnaga Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2763,Nim rathen,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2764,Elmbough,land,me_rohan_region,FAN,place,† M3 regional lexicon
me_land_2765,Bunddûm,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_2766,Karmar Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2767,Amon sarnen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2768,Drazan Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2769,Gorsnaga Camp,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_2770,Barrowbridge End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2771,Esgarholm,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_2772,Farara Gate,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_2773,Dol sarnen,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2774,Eithel sarnen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2775,Khurar Road,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_2776,Emyn sarnen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2777,Imlad sarnen,land,me_north_arnor_region,RAN,place,† M3 regional lexicon
me_land_2778,Minas sarnen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2779,Ost sarnen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2780,Grishsnaga Camp,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_2781,Kingholm,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_2782,Helmgar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2783,Taur sarnen,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_2784,Bar sarnen,land,me_north_arnor_region,RAN,place,† M3 regional lexicon
me_land_2785,Calen sarnen,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2786,Hadrara Gate,land,me_far_harad_region,HRA,place,† M3 regional lexicon
me_land_2787,Lodar Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2788,Kharara Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2789,Celon sarnen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2790,Beaconbridge End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2791,Nim sarnen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2792,Narar Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2793,Amon thoronen,land,me_anorien_region,GON,place,† M3 regional lexicon
me_land_2794,Dol thoronen,land,me_anorien_region,GON,place,† M3 regional lexicon
me_land_2795,Herugar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2796,Eithel thoronen,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_2797,Driftwater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2798,Rhovar Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2799,Mahrara Gate,land,me_far_harad_region,HRA,place,† M3 regional lexicon
me_land_2800,Krimpsnaga Camp,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_2801,Sagar Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2802,Narara Gate,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_2803,Emyn thoronen,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2804,Imlad thoronen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2805,Lakeholm,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_2806,Frostwater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2807,Qasara Gate,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_2808,Lugsnaga Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2809,Blackbridge End,land,me_anduin_vale_region,WDM,place,† M3 regional lexicon
me_land_2810,Minas thoronen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2811,Icewater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2812,Ost thoronen,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2813,Sharar Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2814,Taur thoronen,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2815,Mauhsnaga Camp,land,me_grey_mountains_region,GUN,place,† M3 regional lexicon
me_land_2816,Bar thoronen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2817,Calen thoronen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2818,Bramblebridge End,land,me_anduin_vale_region,WDM,place,† M3 regional lexicon
me_land_2819,Celon thoronen,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2820,Rakhara Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2821,Nim thoronen,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_2822,Uldar Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2823,Northwater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2824,Muzgsnaga Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2825,Palewater Reach,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_2826,Wainar Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2827,Léodgar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2828,Zorar Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2829,Sahrara Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2830,Amon adareth,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2831,Tazara Gate,land,me_far_harad_region,HRA,place,† M3 regional lexicon
me_land_2832,Dol adareth,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_2833,Balath Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2834,Longholm,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_2835,Bucklandbridge End,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_2836,Ridgar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2837,Gharan Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2838,Sealwater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2839,Umrara Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2840,Thengelgar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2841,Kandan Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2842,Zarara Gate,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_2843,Merrybury,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_2844,Borath Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2845,Woldgar,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2846,Nazgsnaga Camp,land,me_grey_mountains_region,GUN,place,† M3 regional lexicon
me_land_2847,Cedarbridge End,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_2848,Deepbridge End,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_2849,Eithel adareth,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2850,Eastbridge End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2851,Azrasir Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2852,Mossbury,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_2853,Bahrasir Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2854,Honeyhall,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_2855,Greenbridge End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2856,Khazan Camp,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_2857,Skaisnaga Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2858,Aldham,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2859,Snowwater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2860,Gathath Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2861,Greybridge End,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_2862,Emyn adareth,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2863,Nutbury,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_2864,Uglsnaga Camp,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_2865,Darasir Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2866,Longbridge End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2867,Karmath Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2868,Imlad adareth,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_2869,Khurath Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2870,Lodath Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2871,Narath Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2872,Farasir Gate,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_2873,Northbridge End,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_2874,Starwater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2875,Rushbury,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_2876,Minas adareth,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2877,Ost adareth,land,me_ithilien_region,GON,place,† M3 regional lexicon
me_land_2878,Uruksnaga Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2879,Whitewater Reach,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_2880,Hadrasir Gate,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_2881,Oakbridge End,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_2882,Kharasir Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2883,Southbridge End,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_2884,Mahrasir Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2885,Khoran Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2886,Ruzan Camp,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_2887,Skarnan Camp,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_2888,Rhovath Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2889,Ashzagh Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_2890,Taur adareth,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2891,Bar adareth,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_2892,Azgzagh Camp,land,me_brown_lands_region,DOL,place,† M3 regional lexicon
me_land_2893,Stonebridge End,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_2894,Calen adareth,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_2895,Beorham,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2896,Narasir Gate,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_2897,Riverhall,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_2898,Northholm,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_2899,Sagath Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2900,Celon adareth,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_2901,Nim adareth,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_2902,Amon aeleth,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_2903,Bregoham,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2904,Sharath Road,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_2905,Dol aeleth,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_2906,Targan Camp,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_2907,Blackzagh Camp,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_2908,Ceorlham,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2909,Déorham,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_2910,Uldath Road,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_2911,Westbridge End,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_2912,Winterwater Reach,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_2913,Thistlebury,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_2914,Alderbrook End,land,me_anorien_region,DRU,place,† M3 regional lexicon
me_land_2915,Burzzagh Camp,land,me_ithilien_region,MOR,place,† M3 regional lexicon
