index,key,display_name,kind,control_x,control_y,normalized_x,normalized_y,control_area,biome_id,continent,region,rgb,anchor
7401,me_land_7360,Land 7360,land,3380,415,0.8253968,0.2027357,294,1,me_forodwaith,me_northern_wastes_region,2d4cf1,no
7402,me_land_7361,Land 7361,land,1151,626,0.2810745,0.3058134,286,1,me_eriador,me_lindon_region,cb846a,no
7403,me_land_7362,Land 7362,land,2273,492,0.5550672,0.2403517,359,1,me_rhovanion,me_grey_mountains_region,69bbe3,no
7404,me_land_7363,Land 7363,land,2118,1567,0.5172161,0.7655105,68,4,me_gondor,me_belfalas_region,07f35c,no
7405,me_land_7364,Land 7364,land,3573,652,0.8725275,0.3185149,575,9,me_mordor_and_rhun,me_rhun_region,a62ad5,no
7406,me_land_7365,Land 7365,land,1260,816,0.3076923,0.3986321,231,1,me_eriador,me_shire_breeland_region,44624e,no
7407,me_land_7366,Land 7366,land,1684,1221,0.4112332,0.5964827,393,1,me_eriador,me_enedwaith_region,e299c7,no
7408,me_land_7367,Land 7367,land,2431,239,0.5936508,0.1167562,492,5,me_forodwaith,me_northern_wastes_region,80d140,no
7409,me_land_7368,Land 7368,land,2550,171,0.6227106,0.0835369,297,5,me_forodwaith,me_northern_wastes_region,1f08b9,no
7410,me_land_7369,Land 7369,land,2730,288,0.6666667,0.1406937,627,5,me_forodwaith,me_northern_wastes_region,bd4032,no
7411,me_land_7370,Land 7370,land,857,795,0.2092796,0.3883732,449,1,me_eriador,me_lindon_region,5b77ab,no
7412,me_land_7371,Land 7371,land,3406,1509,0.8317460,0.7371764,307,1,me_mordor_and_rhun,me_mordor_region,f9af24,no
7413,me_land_7372,Land 7372,land,2799,1033,0.6835165,0.5046409,383,1,me_mordor_and_rhun,me_rhun_region,97e69d,no
7414,me_land_7373,Land 7373,land,1441,617,0.3518926,0.3014167,286,1,me_eriador,me_north_arnor_region,361e16,no
7415,me_land_7374,Land 7374,land,2436,2005,0.5948718,0.9794822,446,10,me_harad,me_far_harad_region,d4558f,no
7416,me_land_7375,Land 7375,land,3193,352,0.7797314,0.1719590,464,5,me_forodwaith,me_northern_wastes_region,728d08,no
7417,me_land_7376,Land 7376,land,2873,2007,0.7015873,0.9804592,321,10,me_harad,me_far_harad_region,10c481,no
7418,me_land_7377,Land 7377,land,1450,940,0.3540904,0.4592086,307,1,me_eriador,me_shire_breeland_region,aefbfa,no
7419,me_land_7378,Land 7378,land,2644,1458,0.6456654,0.7122618,345,2,me_gondor,me_ithilien_region,4d3373,no
7420,me_land_7379,Land 7379,land,2958,2013,0.7223443,0.9833903,167,10,me_harad,me_far_harad_region,eb6aec,no
7421,me_land_7380,Land 7380,land,2169,2022,0.5296703,0.9877870,286,10,me_harad,me_umbar_region,89a265,no
7422,me_land_7381,Land 7381,land,2698,279,0.6588523,0.1362970,441,5,me_forodwaith,me_northern_wastes_region,27d9de,no
7423,me_land_7382,Land 7382,land,3468,1037,0.8468864,0.5065950,343,9,me_mordor_and_rhun,me_rhun_region,c61157,no
7424,me_land_7383,Land 7383,land,1853,1697,0.4525031,0.8290181,340,10,me_gondor,me_belfalas_region,6448d0,no
7425,me_land_7384,Land 7384,land,2067,857,0.5047619,0.4186615,369,1,me_rhovanion,me_anduin_vale_region,028049,no
7426,me_land_7385,Land 7385,land,2946,1016,0.7194139,0.4963361,384,9,me_mordor_and_rhun,me_rhun_region,a0b7c2,no
7427,me_land_7386,Land 7386,land,3607,626,0.8808303,0.3058134,277,9,me_mordor_and_rhun,me_rhun_region,3eef3b,no
7428,me_land_7387,Land 7387,land,1236,917,0.3018315,0.4479726,382,1,me_eriador,me_shire_breeland_region,dd26b4,no
7429,me_land_7388,Land 7388,land,2157,1015,0.5267399,0.4958476,291,3,me_rhovanion,me_anduin_vale_region,7b5e2d,no
7430,me_land_7389,Land 7389,land,1188,1073,0.2901099,0.5241817,348,1,me_eriador,me_enedwaith_region,1995a6,no
7431,me_land_7390,Land 7390,land,3427,1076,0.8368742,0.5256473,301,9,me_mordor_and_rhun,me_rhun_region,b7cd1f,no
7432,me_land_7391,Land 7391,land,1072,680,0.2617827,0.3321935,247,1,me_eriador,me_lindon_region,560498,no
7433,me_land_7392,Land 7392,land,3149,392,0.7689866,0.1914998,243,1,me_forodwaith,me_northern_wastes_region,f43c11,no
7434,me_land_7393,Land 7393,land,2088,1342,0.5098901,0.6555936,234,1,me_rhovanion,me_rohan_region,92738a,no
7435,me_land_7394,Land 7394,land,1157,823,0.2825397,0.4020518,261,1,me_eriador,me_lindon_region,30ab03,no
7436,me_land_7395,Land 7395,land,3235,365,0.7899878,0.1783097,324,1,me_forodwaith,me_northern_wastes_region,cee27c,no
7437,me_land_7396,Land 7396,land,3560,459,0.8693529,0.2242306,527,1,me_forodwaith,me_northern_wastes_region,6d19f5,no
7438,me_land_7397,Land 7397,land,3019,1333,0.7372405,0.6511969,356,8,me_mordor_and_rhun,me_mordor_region,0b516e,no
7439,me_land_7398,Land 7398,land,2504,1250,0.6114774,0.6106497,302,9,me_rhovanion,me_rohan_region,a988e7,no
7440,me_land_7399,Land 7399,land,1763,268,0.4305250,0.1309233,575,5,me_forodwaith,me_angmar_region,47c060,no
7441,me_land_7400,Land 7400,land,2853,446,0.6967033,0.2178798,338,1,me_forodwaith,me_northern_wastes_region,e5f7d9,no
7442,me_land_7401,Land 7401,land,1289,181,0.3147741,0.0884221,495,5,me_forodwaith,me_forochel_region,842f52,no
7443,me_land_7402,Land 7402,land,2112,366,0.5157509,0.1787982,314,5,me_forodwaith,me_angmar_region,2266cb,no
7444,me_land_7403,Land 7403,land,1366,713,0.3335775,0.3483146,294,1,me_eriador,me_north_arnor_region,c09e44,no
7445,me_land_7404,Land 7404,land,2494,438,0.6090354,0.2139717,365,1,me_forodwaith,me_northern_wastes_region,5ed5bd,no
7446,me_land_7405,Land 7405,land,2278,2001,0.5562882,0.9775281,372,10,me_harad,me_far_harad_region,fd0d36,no
7447,me_land_7406,Land 7406,land,1946,107,0.4752137,0.0522716,232,1,me_forodwaith,me_angmar_region,9b44af,no
7448,me_land_7407,Land 7407,land,1304,906,0.3184371,0.4425989,275,1,me_eriador,me_shire_breeland_region,397c28,no
7449,me_land_7408,Land 7408,land,2323,955,0.5672772,0.4665364,409,3,me_rhovanion,me_mirkwood_region,d7b3a1,no
7450,me_land_7409,Land 7409,land,2762,1259,0.6744811,0.6150464,493,6,me_mordor_and_rhun,me_mordor_region,75eb1a,no
7451,me_land_7410,Land 7410,land,3041,1296,0.7426129,0.6331216,166,8,me_mordor_and_rhun,me_mordor_region,142293,no
7452,me_land_7411,Land 7411,land,1053,433,0.2571429,0.2115291,471,5,me_forodwaith,me_forochel_region,b25a0c,no
7453,me_land_7412,Land 7412,land,988,686,0.2412698,0.3351246,312,1,me_eriador,me_lindon_region,509185,no
7454,me_land_7413,Land 7413,land,1141,194,0.2786325,0.0947728,366,5,me_forodwaith,me_forochel_region,eec8fe,no
7455,me_land_7414,Land 7414,land,3527,1256,0.8612943,0.6135809,194,1,me_mordor_and_rhun,me_mordor_region,8d0077,no
7456,me_land_7415,Land 7415,land,1139,601,0.2781441,0.2936004,264,1,me_eriador,me_lindon_region,2b37f0,no
7457,me_land_7416,Land 7416,land,1592,468,0.3887668,0.2286273,381,5,me_forodwaith,me_angmar_region,c96f69,no
7458,me_land_7417,Land 7417,land,2899,834,0.7079365,0.4074255,244,9,me_mordor_and_rhun,me_rhun_region,67a6e2,no
7459,me_land_7418,Land 7418,land,2176,99,0.5313797,0.0483635,426,1,me_forodwaith,me_northern_wastes_region,05de5b,no
7460,me_land_7419,Land 7419,land,1360,1705,0.3321123,0.8329262,431,10,me_harad,me_umbar_region,a415d4,no
7461,me_land_7420,Land 7420,land,2980,951,0.7277167,0.4645823,146,9,me_mordor_and_rhun,me_rhun_region,424d4d,no
7462,me_land_7421,Land 7421,land,1238,581,0.3023199,0.2838300,412,1,me_eriador,me_north_arnor_region,e084c6,no
7463,me_land_7422,Land 7422,land,2281,1427,0.5570208,0.6971177,285,1,me_rhovanion,me_rohan_region,7ebc3f,no
7464,me_land_7423,Land 7423,land,1972,1263,0.4815629,0.6170005,320,3,me_rhovanion,me_rohan_region,1cf3b8,no
7465,me_land_7424,Land 7424,land,3398,387,0.8297924,0.1890572,272,1,me_forodwaith,me_northern_wastes_region,bb2b31,no
7466,me_land_7425,Land 7425,land,2850,728,0.6959707,0.3556424,488,9,me_mordor_and_rhun,me_rhun_region,5962aa,no
7467,me_land_7426,Land 7426,land,3340,740,0.8156288,0.3615046,231,9,me_mordor_and_rhun,me_rhun_region,f79a23,no
7468,me_land_7427,Land 7427,land,3029,754,0.7396825,0.3683439,309,9,me_mordor_and_rhun,me_rhun_region,95d19c,no
7469,me_land_7428,Land 7428,land,2984,923,0.7286935,0.4509038,247,9,me_mordor_and_rhun,me_rhun_region,340915,no
7470,me_land_7429,Land 7429,land,1201,314,0.2932845,0.1533952,306,5,me_forodwaith,me_forochel_region,d2408e,no
7471,me_land_7430,Land 7430,land,3410,351,0.8327228,0.1714704,342,1,me_forodwaith,me_northern_wastes_region,707807,no
7472,me_land_7431,Land 7431,land,1468,358,0.3584860,0.1748901,594,5,me_forodwaith,me_forochel_region,0eaf80,no
7473,me_land_7432,Land 7432,land,2342,1007,0.5719170,0.4919394,267,3,me_rhovanion,me_mirkwood_region,ace6f9,no
7474,me_land_7433,Land 7433,land,2273,1306,0.5550672,0.6380068,321,1,me_rhovanion,me_rohan_region,4b1e72,no
7475,me_land_7434,Land 7434,land,2055,1571,0.5018315,0.7674646,269,1,me_gondor,me_belfalas_region,e955eb,no
7476,me_land_7435,Land 7435,land,2521,856,0.6156288,0.4181729,392,3,me_rhovanion,me_dale_region,878d64,no
7477,me_land_7436,Land 7436,land,1783,400,0.4354090,0.1954079,332,5,me_forodwaith,me_angmar_region,25c4dd,no
7478,me_land_7437,Land 7437,land,2408,798,0.5880342,0.3898388,845,3,me_rhovanion,me_mirkwood_region,c3fc56,no
7479,me_land_7438,Land 7438,land,2540,1088,0.6202686,0.5315095,252,9,me_rhovanion,me_mirkwood_region,6233cf,no
7480,me_land_7439,Land 7439,land,946,924,0.2310134,0.4513923,198,1,me_eriador,me_lindon_region,006b48,no
7481,me_land_7440,Land 7440,land,2817,785,0.6879121,0.3834880,249,1,me_mordor_and_rhun,me_rhun_region,9ea2c1,no
7482,me_land_7441,Land 7441,land,1599,1766,0.3904762,0.8627259,252,10,me_harad,me_umbar_region,3cda3a,no
7483,me_land_7442,Land 7442,land,3364,728,0.8214896,0.3556424,305,9,me_mordor_and_rhun,me_rhun_region,db11b3,no
7484,me_land_7443,Land 7443,land,2353,1674,0.5746032,0.8177821,220,1,me_gondor,me_lebennin_region,79492c,no
7485,me_land_7444,Land 7444,land,2785,1012,0.6800977,0.4943820,404,1,me_mordor_and_rhun,me_rhun_region,1780a5,no
7486,me_land_7445,Land 7445,land,2876,1329,0.7023199,0.6492428,358,8,me_mordor_and_rhun,me_mordor_region,b5b81e,no
7487,me_land_7446,Land 7446,land,3136,1844,0.7658120,0.9008305,431,10,me_harad,me_near_harad_region,53ef97,no
7488,me_land_7447,Land 7447,land,2829,1881,0.6908425,0.9189057,270,10,me_harad,me_near_harad_region,f22710,no
7489,me_land_7448,Land 7448,land,2406,1435,0.5875458,0.7010259,261,2,me_rhovanion,me_rohan_region,905e89,no
7490,me_land_7449,Land 7449,land,2248,1731,0.5489621,0.8456277,234,10,me_harad,me_near_harad_region,2e9602,no
7491,me_land_7450,Land 7450,land,2132,815,0.5206349,0.3981436,328,1,me_rhovanion,me_anduin_vale_region,cccd7b,no
7492,me_land_7451,Land 7451,land,2490,1831,0.6080586,0.8944797,361,10,me_harad,me_near_harad_region,6b04f4,no
7493,me_land_7452,Land 7452,land,3073,693,0.7504274,0.3385442,403,9,me_mordor_and_rhun,me_rhun_region,093c6d,no
7494,me_land_7453,Land 7453,land,1324,301,0.3233211,0.1470445,737,5,me_forodwaith,me_forochel_region,a773e6,no
7495,me_land_7454,Land 7454,land,1412,503,0.3448107,0.2457255,307,1,me_eriador,me_north_arnor_region,45ab5f,no
7496,me_land_7455,Land 7455,land,1615,573,0.3943834,0.2799218,354,1,me_eriador,me_north_arnor_region,e3e2d8,no
7497,me_land_7456,Land 7456,land,2371,1877,0.5789988,0.9169516,205,10,me_harad,me_near_harad_region,821a51,no
7498,me_land_7457,Land 7457,land,3523,1082,0.8603175,0.5285784,380,9,me_mordor_and_rhun,me_rhun_region,2051ca,no
7499,me_land_7458,Land 7458,land,2464,1682,0.6017094,0.8216903,201,1,me_gondor,me_lebennin_region,be8943,no
7500,me_land_7459,Land 7459,land,2109,532,0.5150183,0.2598925,377,1,me_rhovanion,me_grey_mountains_region,5cc0bc,no
7501,me_land_7460,Land 7460,land,2934,1761,0.7164835,0.8602833,339,10,me_harad,me_near_harad_region,faf835,no
7502,me_land_7461,Land 7461,land,1225,741,0.2991453,0.3619932,158,1,me_eriador,me_shire_breeland_region,992fae,no
7503,me_land_7462,Land 7462,land,2173,1562,0.5306471,0.7630679,279,1,me_gondor,me_belfalas_region,376727,no
7504,me_land_7463,Land 7463,land,3014,1856,0.7360195,0.9066927,628,10,me_harad,me_near_harad_region,d59ea0,no
7505,me_land_7464,Land 7464,land,2800,489,0.6837607,0.2388862,217,1,me_mordor_and_rhun,me_rhun_region,73d619,no
7506,me_land_7465,Land 7465,land,2421,947,0.5912088,0.4626282,353,3,me_rhovanion,me_mirkwood_region,120d92,no
7507,me_land_7466,Land 7466,land,3550,1430,0.8669109,0.6985833,401,1,me_mordor_and_rhun,me_mordor_region,b0450b,no
7508,me_land_7467,Land 7467,land,3603,794,0.8798535,0.3878847,302,9,me_mordor_and_rhun,me_rhun_region,4e7c84,no
7509,me_land_7468,Land 7468,land,1609,1463,0.3929182,0.7147044,225,1,me_gondor,me_belfalas_region,ecb3fd,no
7510,me_land_7469,Land 7469,land,1581,1014,0.3860806,0.4953591,245,1,me_eriador,me_enedwaith_region,8aeb76,no
7511,me_land_7470,Land 7470,land,1119,269,0.2732601,0.1314118,605,5,me_forodwaith,me_forochel_region,2922ef,no
7512,me_land_7471,Land 7471,land,3150,1432,0.7692308,0.6995603,308,8,me_mordor_and_rhun,me_mordor_region,c75a68,no
7513,me_land_7472,Land 7472,land,2493,1983,0.6087912,0.9687347,423,10,me_harad,me_far_harad_region,6591e1,no
7514,me_land_7473,Land 7473,land,3378,991,0.8249084,0.4841231,307,9,me_mordor_and_rhun,me_rhun_region,03c95a,no
7515,me_land_7474,Land 7474,land,3457,925,0.8442002,0.4518808,338,9,me_mordor_and_rhun,me_rhun_region,a200d3,no
7516,me_land_7475,Land 7475,land,3065,1361,0.7484737,0.6648754,404,8,me_mordor_and_rhun,me_mordor_region,40384c,no
7517,me_land_7476,Land 7476,land,2359,1740,0.5760684,0.8500244,308,10,me_harad,me_near_harad_region,de6fc5,no
7518,me_land_7477,Land 7477,land,3387,1427,0.8271062,0.6971177,336,1,me_mordor_and_rhun,me_mordor_region,7ca73e,no
7519,me_land_7478,Land 7478,land,2185,642,0.5335775,0.3136297,449,1,me_rhovanion,me_anduin_vale_region,1adeb7,no
7520,me_land_7479,Land 7479,land,3562,1325,0.8698413,0.6472887,378,1,me_mordor_and_rhun,me_mordor_region,b91630,no
7521,me_land_7480,Land 7480,land,2355,895,0.5750916,0.4372252,247,3,me_rhovanion,me_mirkwood_region,574da9,no
7522,me_land_7481,Land 7481,land,1478,1299,0.3609280,0.6345872,286,1,me_eriador,me_enedwaith_region,f58522,no
7523,me_land_7482,Land 7482,land,1116,1305,0.2725275,0.6375183,407,1,me_eriador,me_lindon_region,93bc9b,no
7524,me_land_7483,Land 7483,land,2457,670,0.6000000,0.3273083,276,3,me_rhovanion,me_mirkwood_region,31f414,no
7525,me_land_7484,Land 7484,land,2315,1939,0.5653236,0.9472399,411,10,me_harad,me_far_harad_region,d02b8d,no
7526,me_land_7485,Land 7485,land,3333,1139,0.8139194,0.5564240,389,9,me_mordor_and_rhun,me_rhun_region,6e6306,no
7527,me_land_7486,Land 7486,land,2291,480,0.5594628,0.2344895,357,1,me_forodwaith,me_northern_wastes_region,0c9a7f,no
7528,me_land_7487,Land 7487,land,3466,869,0.8463980,0.4245237,350,9,me_mordor_and_rhun,me_rhun_region,aad1f8,no
7529,me_land_7488,Land 7488,land,2444,1228,0.5968254,0.5999023,412,9,me_rhovanion,me_rohan_region,490971,no
7530,me_land_7489,Land 7489,land,1059,917,0.2586081,0.4479726,340,1,me_eriador,me_lindon_region,e740ea,no
7531,me_land_7490,Land 7490,land,3604,1006,0.8800977,0.4914509,248,9,me_mordor_and_rhun,me_rhun_region,857863,no
7532,me_land_7491,Land 7491,land,2194,1225,0.5357753,0.5984367,277,1,me_rhovanion,me_rohan_region,23afdc,no
7533,me_land_7492,Land 7492,land,3489,542,0.8520147,0.2647777,375,9,me_mordor_and_rhun,me_rhun_region,c1e755,no
7534,me_land_7493,Land 7493,land,2098,846,0.5123321,0.4132877,353,1,me_rhovanion,me_anduin_vale_region,601ece,no
7535,me_land_7494,Land 7494,land,3296,1105,0.8048840,0.5398144,301,9,me_mordor_and_rhun,me_rhun_region,fe5647,no
7536,me_land_7495,Land 7495,land,2716,519,0.6632479,0.2535418,281,1,me_rhovanion,me_grey_mountains_region,9c8dc0,no
7537,me_land_7496,Land 7496,land,2260,1709,0.5518926,0.8348803,135,10,me_harad,me_near_harad_region,3ac539,no
7538,me_land_7497,Land 7497,land,3689,1108,0.9008547,0.5412799,386,1,me_mordor_and_rhun,me_rhun_region,d8fcb2,no
7539,me_land_7498,Land 7498,land,1740,481,0.4249084,0.2349780,352,1,me_forodwaith,me_angmar_region,77342b,no
7540,me_land_7499,Land 7499,land,2546,1893,0.6217338,0.9247680,282,10,me_harad,me_near_harad_region,156ba4,no
7541,me_land_7500,Land 7500,land,1981,1526,0.4837607,0.7454812,214,1,me_rhovanion,me_rohan_region,b3a31d,no
7542,me_land_7501,Land 7501,land,2987,771,0.7294261,0.3766488,293,9,me_mordor_and_rhun,me_rhun_region,51da96,no
7543,me_land_7502,Land 7502,land,1940,850,0.4737485,0.4152418,575,1,me_eriador,me_shire_breeland_region,f0120f,no
7544,me_land_7503,Land 7503,land,2663,1526,0.6503053,0.7454812,82,2,me_gondor,me_ithilien_region,8e4988,no
7545,me_land_7504,Land 7504,land,1487,294,0.3631258,0.1436248,539,5,me_forodwaith,me_forochel_region,2c8101,no
7546,me_land_7505,Land 7505,land,1134,641,0.2769231,0.3131412,237,1,me_eriador,me_lindon_region,cab87a,no
7547,me_land_7506,Land 7506,land,3272,1821,0.7990232,0.8895945,272,10,me_harad,me_near_harad_region,68eff3,no
7548,me_land_7507,Land 7507,land,1258,736,0.3072039,0.3595506,218,1,me_eriador,me_shire_breeland_region,07276c,no
7549,me_land_7508,Land 7508,land,1596,1679,0.3897436,0.8202247,163,1,me_gondor,me_belfalas_region,a55ee5,no
7550,me_land_7509,Land 7509,land,1651,1482,0.4031746,0.7239863,311,1,me_gondor,me_belfalas_region,43965e,no
7551,me_land_7510,Land 7510,land,2048,316,0.5001221,0.1543723,339,5,me_forodwaith,me_angmar_region,e1cdd7,no
7552,me_land_7511,Land 7511,land,2916,1045,0.7120879,0.5105032,355,9,me_mordor_and_rhun,me_rhun_region,800550,no
7553,me_land_7512,Land 7512,land,2874,1484,0.7018315,0.7249634,326,8,me_mordor_and_rhun,me_mordor_region,1e3cc9,no
7554,me_land_7513,Land 7513,land,1518,549,0.3706960,0.2681974,409,1,me_eriador,me_north_arnor_region,bc7442,no
7555,me_land_7514,Land 7514,land,3146,380,0.7682540,0.1856375,228,5,me_forodwaith,me_northern_wastes_region,5aabbb,no
7556,me_land_7515,Land 7515,land,3065,798,0.7484737,0.3898388,412,9,me_mordor_and_rhun,me_rhun_region,f8e334,no
7557,me_land_7516,Land 7516,land,1840,709,0.4493284,0.3463605,303,1,me_eriador,me_north_arnor_region,971aad,no
7558,me_land_7517,Land 7517,land,973,659,0.2376068,0.3219345,237,1,me_eriador,me_lindon_region,355226,no
7559,me_land_7518,Land 7518,land,3097,1027,0.7562882,0.5017098,414,9,me_mordor_and_rhun,me_rhun_region,d3899f,no
7560,me_land_7519,Land 7519,land,1522,1156,0.3716728,0.5647289,263,1,me_eriador,me_enedwaith_region,71c118,no
7561,me_land_7520,Land 7520,land,2235,233,0.5457875,0.1138251,298,5,me_forodwaith,me_northern_wastes_region,0ff891,no
7562,me_land_7521,Land 7521,land,1476,484,0.3604396,0.2364436,561,1,me_eriador,me_north_arnor_region,ae300a,no
7563,me_land_7522,Land 7522,land,3506,926,0.8561661,0.4523693,302,9,me_mordor_and_rhun,me_rhun_region,4c6783,no
7564,me_land_7523,Land 7523,land,3477,506,0.8490842,0.2471910,228,9,me_mordor_and_rhun,me_rhun_region,ea9efc,no
7565,me_land_7524,Land 7524,land,3126,1746,0.7633700,0.8529555,312,10,me_harad,me_near_harad_region,88d675,no
7566,me_land_7525,Land 7525,land,2756,1106,0.6730159,0.5403029,455,1,me_mordor_and_rhun,me_rhun_region,270dee,no
7567,me_land_7526,Land 7526,land,3240,1915,0.7912088,0.9355154,291,10,me_harad,me_near_harad_region,c54567,no
7568,me_land_7527,Land 7527,land,1409,530,0.3440781,0.2589155,410,1,me_eriador,me_north_arnor_region,637ce0,no
7569,me_land_7528,Land 7528,land,1698,1732,0.4146520,0.8461163,251,10,me_harad,me_umbar_region,01b459,no
7570,me_land_7529,Land 7529,land,2786,1150,0.6803419,0.5617978,217,1,me_mordor_and_rhun,me_rhun_region,9febd2,no
7571,me_land_7530,Land 7530,land,2489,1716,0.6078144,0.8383000,392,10,me_harad,me_near_harad_region,3e234b,no
7572,me_land_7531,Land 7531,land,1838,1070,0.4488400,0.5227162,319,1,me_eriador,me_enedwaith_region,dc5ac4,no
7573,me_land_7532,Land 7532,land,2658,1685,0.6490842,0.8231558,417,1,me_gondor,me_south_gondor_region,7a923d,no
7574,me_land_7533,Land 7533,land,1424,727,0.3477411,0.3551539,289,1,me_eriador,me_shire_breeland_region,18c9b6,no
7575,me_land_7534,Land 7534,land,2817,1884,0.6879121,0.9203713,202,10,me_harad,me_near_harad_region,b7012f,no
7576,me_land_7535,Land 7535,land,2805,723,0.6849817,0.3531998,208,1,me_mordor_and_rhun,me_rhun_region,5538a8,no
7577,me_land_7536,Land 7536,land,2991,516,0.7304029,0.2520762,248,9,me_mordor_and_rhun,me_rhun_region,f37021,no
7578,me_land_7537,Land 7537,land,1164,217,0.2842491,0.1060088,572,5,me_forodwaith,me_forochel_region,91a79a,no
7579,me_land_7538,Land 7538,land,2493,1555,0.6087912,0.7596483,227,1,me_gondor,me_south_gondor_region,2fdf13,no
7580,me_land_7539,Land 7539,land,1145,1010,0.2796093,0.4934050,274,1,me_eriador,me_lindon_region,ce168c,no
7581,me_land_7540,Land 7540,land,2848,1471,0.6954823,0.7186126,325,8,me_mordor_and_rhun,me_mordor_region,6c4e05,no
7582,me_land_7541,Land 7541,land,1564,1467,0.3819292,0.7166585,321,1,me_gondor,me_belfalas_region,0a857e,no
7583,me_land_7542,Land 7542,land,2350,521,0.5738706,0.2545188,405,3,me_rhovanion,me_grey_mountains_region,a8bcf7,no
7584,me_land_7543,Land 7543,land,2164,951,0.5284493,0.4645823,351,1,me_rhovanion,me_anduin_vale_region,46f470,no
7585,me_land_7544,Land 7544,land,2522,449,0.6158730,0.2193454,337,1,me_forodwaith,me_northern_wastes_region,e52be9,no
7586,me_land_7545,Land 7545,land,2195,617,0.5360195,0.3014167,304,1,me_rhovanion,me_anduin_vale_region,836362,no
7587,me_land_7546,Land 7546,land,3570,1221,0.8717949,0.5964827,414,1,me_mordor_and_rhun,me_mordor_region,219adb,no
7588,me_land_7547,Land 7547,land,2758,1764,0.6735043,0.8617489,436,10,me_harad,me_near_harad_region,bfd254,no
7589,me_land_7548,Land 7548,land,1058,127,0.2583639,0.0620420,729,5,me_forodwaith,me_forochel_region,5e09cd,no
7590,me_land_7549,Land 7549,land,2691,1038,0.6571429,0.5070835,371,1,me_rhovanion,me_mirkwood_region,fc4146,no
7591,me_land_7550,Land 7550,land,2404,377,0.5870574,0.1841720,573,5,me_forodwaith,me_northern_wastes_region,9a78bf,no
7592,me_land_7551,Land 7551,land,1221,124,0.2981685,0.0605765,571,5,me_forodwaith,me_forochel_region,38b038,no
7593,me_land_7552,Land 7552,land,3165,1730,0.7728938,0.8451392,427,10,me_harad,me_near_harad_region,d6e7b1,no
7594,me_land_7553,Land 7553,land,1220,881,0.2979243,0.4303859,452,1,me_eriador,me_shire_breeland_region,751f2a,no
7595,me_land_7554,Land 7554,land,3565,1519,0.8705739,0.7420616,185,1,me_mordor_and_rhun,me_mordor_region,1356a3,no
7596,me_land_7555,Land 7555,land,1581,1436,0.3860806,0.7015144,302,1,me_gondor,me_belfalas_region,b18e1c,no
7597,me_land_7556,Land 7556,land,852,531,0.2080586,0.2594040,248,1,me_eriador,me_lindon_region,4fc595,no
7598,me_land_7557,Land 7557,land,1565,556,0.3821734,0.2716170,357,1,me_eriador,me_north_arnor_region,edfd0e,no
7599,me_land_7558,Land 7558,land,3096,1871,0.7560440,0.9140205,530,10,me_harad,me_near_harad_region,8c3487,no
7600,me_land_7559,Land 7559,land,2376,1013,0.5802198,0.4948705,416,3,me_rhovanion,me_mirkwood_region,2a6c00,no
7601,me_land_7560,Land 7560,land,3145,1707,0.7680098,0.8339033,149,1,me_harad,me_near_harad_region,c8a379,no
7602,me_land_7561,Land 7561,land,3506,744,0.8561661,0.3634587,401,9,me_mordor_and_rhun,me_rhun_region,66daf2,no
7603,me_land_7562,Land 7562,land,2178,110,0.5318681,0.0537372,305,1,me_forodwaith,me_northern_wastes_region,05126b,no
7604,me_land_7563,Land 7563,land,999,494,0.2439560,0.2413288,298,1,me_eriador,me_lindon_region,a349e4,no
7605,me_land_7564,Land 7564,land,2525,1795,0.6166056,0.8768930,517,10,me_harad,me_near_harad_region,41815d,no
7606,me_land_7565,Land 7565,land,1830,1857,0.4468864,0.9071812,277,10,me_harad,me_umbar_region,dfb8d6,no
7607,me_land_7566,Land 7566,land,1713,805,0.4183150,0.3932584,277,2,me_eriador,me_shire_breeland_region,7df04f,no
7608,me_land_7567,Land 7567,land,1748,1855,0.4268620,0.9062042,303,10,me_harad,me_umbar_region,1c27c8,no
7609,me_land_7568,Land 7568,land,1358,908,0.3316239,0.4435760,333,1,me_eriador,me_shire_breeland_region,ba5f41,no
7610,me_land_7569,Land 7569,land,2878,205,0.7028083,0.1001466,358,5,me_forodwaith,me_northern_wastes_region,5896ba,no
7611,me_land_7570,Land 7570,land,2852,1212,0.6964591,0.5920860,423,4,me_mordor_and_rhun,me_mordor_region,f6ce33,no
7612,me_land_7571,Land 7571,land,3161,1074,0.7719170,0.5246702,565,9,me_mordor_and_rhun,me_rhun_region,9505ac,no
7613,me_land_7572,Land 7572,land,1819,1304,0.4442002,0.6370298,316,1,me_eriador,me_enedwaith_region,333d25,no
7614,me_land_7573,Land 7573,land,1069,897,0.2610501,0.4382022,357,1,me_eriador,me_lindon_region,d1749e,no
7615,me_land_7574,Land 7574,land,2534,976,0.6188034,0.4767953,273,3,me_rhovanion,me_mirkwood_region,6fac17,no
7616,me_land_7575,Land 7575,land,2634,1066,0.6432234,0.5207621,263,1,me_rhovanion,me_mirkwood_region,0de390,no
7617,me_land_7576,Land 7576,land,2220,1596,0.5421245,0.7796776,244,1,me_gondor,me_lebennin_region,ac1b09,no
7618,me_land_7577,Land 7577,land,2969,603,0.7250305,0.2945774,280,9,me_mordor_and_rhun,me_rhun_region,4a5282,no
7619,me_land_7578,Land 7578,land,1998,1893,0.4879121,0.9247680,246,10,me_harad,me_umbar_region,e889fb,no
