location,name,region,realm,rank,population_k,culture,faith,minorities,raw_material,engine_rank,abi_cultures
me_land_2473,Sharath March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_2474,Kharim Gate,me_umbar_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,wheat,rural_settlement,upper_egyptian_culture
me_land_2475,Skaigrat Camp,me_mordor_region,MOR,place,8.473,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,anggamudi_culture
me_land_2476,Uglgrat Camp,me_rohan_region,ISE,place,0.33,me_isengard_uruk,me_sauron_cult,,horses,rural_settlement,
me_land_2477,Amon galenen,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,livestock,rural_settlement,poqom_culture
me_land_2478,Dol galenen,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_2479,Coldmere Reach,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_2480,Mahrim Gate,me_umbar_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,wool,rural_settlement,uni_culture
me_land_2481,Northbourne End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_2482,Urukgrat Camp,me_anduin_vale_region,GOB,place,1.372,me_misty_orc,me_melkorism,,clay,rural_settlement,
me_land_2483,Ashkrak Camp,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_2484,Eithel galenen,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_2485,Narim Gate,me_near_harad_region,HRA,place,3.613,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,ikpeng_culture
me_land_2486,Emyn galenen,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_2487,Imlad galenen,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,iron,rural_settlement,
me_land_2488,Driftmere Reach,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wheat,rural_settlement,
me_land_2489,Minas galenen,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_2490,Ost galenen,me_ithilien_region,WILD,wilderness,0.014,me_gondorian,me_valar_worship,,wheat,rural_settlement,
me_land_2491,Taur galenen,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_2492,Frostmere Reach,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_2493,Uldath March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_2494,Ruzor,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,horses,rural_settlement,shoromba_culture
me_land_2495,Esgargarth,me_rhun_region,DOR,place,1.558,me_dorwinrim,me_northern_ways,,livestock,rural_settlement,yangga_culture
me_land_2496,Azgkrak Camp,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_2497,Oakbourne End,me_mirkwood_region,WDM,place,1.26,me_woodman,me_northern_ways,,medicaments,rural_settlement,
me_land_2498,Blackkrak Camp,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_2499,Bar galenen,me_mirkwood_region,WOO,place,0.68,me_silvan,me_valar_worship,,wild_game,rural_settlement,
me_land_2500,Wainath March,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,horses,rural_settlement,lezgin_culture
me_land_2501,Zorath March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_2502,Calen galenen,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_2503,Skarnor,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,wool,rural_settlement,
me_land_2504,Celon galenen,me_enedwaith_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,clay,rural_settlement,
me_land_2505,Targor,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,wheat,rural_settlement,shor_culture
me_land_2506,Burzkrak Camp,me_anduin_vale_region,GOB,place,1.457,me_misty_orc,me_melkorism,,wool,rural_settlement,
me_land_2507,Nim galenen,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_2508,Southbourne End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_2509,Ridgar,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,horses,rural_settlement,nyawaygi_culture
me_land_2510,Haybury,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_2511,Amon gonden,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,wool,rural_settlement,
me_land_2512,Qasim Gate,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,salt,rural_settlement,
me_land_2513,Rakhim Gate,me_near_harad_region,WILD,wilderness,0.006,me_near_haradrim,me_southron_ways,,wool,rural_settlement,
me_land_2514,Stonebourne End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_2515,Icemere Reach,me_forochel_region,LOS,place,0.03,me_lossoth,me_lossoth_ways,,wild_game,rural_settlement,
me_land_2516,Kinggarth,me_dale_region,DAL,place,2.057,me_dalish,me_northern_ways,,livestock,rural_settlement,tabajara_culture
me_land_2517,Balen March,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wool,rural_settlement,mara_culture
me_land_2518,Azaninbar,me_grey_mountains_region,WILD,wilderness,0.009,me_northern_orc,me_melkorism,,wild_game,rural_settlement,
me_land_2519,Dol gonden,me_north_arnor_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,wool,rural_settlement,
me_land_2520,Westbourne End,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_2521,Alderbridge End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_2522,Northmere Reach,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_2523,Ashbridge End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_2524,Boren March,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,clay,rural_settlement,guana_culture
me_land_2525,Dushkrak Camp,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_2526,Varkor,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,copper,rural_settlement,
me_land_2527,Gathen March,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,fish,rural_settlement,lewo_culture
me_land_2528,Barrowbridge End,me_mirkwood_region,WDM,place,1.26,me_woodman,me_northern_ways,,medicaments,rural_settlement,
me_land_2529,Karmen March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wheat,rural_settlement,
me_land_2530,Eithel gonden,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,clay,rural_settlement,
me_land_2531,Emyn gonden,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,livestock,rural_settlement,kangri
me_land_2532,Ghashkrak Camp,me_mirkwood_region,DOL,place,1.838,me_mordor_orc,me_sauron_cult,,wild_game,rural_settlement,tokelauan_culture
me_land_2533,Imlad gonden,me_lebennin_region,GON,place,5.186,me_gondorian,me_valar_worship,,livestock,rural_settlement,castilian
me_land_2534,Beaconbridge End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_2535,Minas gonden,me_ithilien_region,WILD,wilderness,0.013,me_gondorian,me_valar_worship,,livestock,rural_settlement,
me_land_2536,Ost gonden,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_2537,Sahrim Gate,me_near_harad_region,HNE,place,1.99,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,tausug_culture
me_land_2538,Hazelbury,me_shire_breeland_region,SHI,place,2.869,me_shire_hobbit,me_northern_ways,,wheat,rural_settlement,mongolian_culture
me_land_2539,Khuren March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_2540,Zandor,me_khand_region,KHA,place,0.657,me_variag,me_melkorism,,livestock,rural_settlement,
me_land_2541,Loden March,me_rhun_region,RH3,place,5.556,me_sagath,me_melkorism,,clay,rural_settlement,banaro_culture
me_land_2542,Blackbridge End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_2543,Tazim Gate,me_far_harad_region,HFA,place,3.575,me_far_haradrim,me_southron_ways,,salt,rural_settlement,kitsai_culture
me_land_2544,Bramblebridge End,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_2545,Gorkrak Camp,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_2546,Taur gonden,me_lebennin_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,casma_culture
me_land_2547,Palemere Reach,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wheat,rural_settlement,
me_land_2548,Hollybury,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,fiber_crops,rural_settlement,
me_land_2549,Thengelgar,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,clay,rural_settlement,nyangumarda_culture
me_land_2550,Bar gonden,me_north_arnor_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,wheat,rural_settlement,
me_land_2551,Bucklandbridge End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_2552,Cedarbridge End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_2553,Sealmere Reach,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wheat,rural_settlement,
me_land_2554,Calen gonden,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_2555,Arzuk,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,livestock,rural_settlement,shona_culture
me_land_2556,Umrim Gate,me_near_harad_region,HRA,place,12.012,me_near_haradrim,me_southron_ways,,wool,rural_settlement,alor_culture
me_land_2557,Celon gonden,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,livestock,rural_settlement,carib
me_land_2558,Nim gonden,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,carantouan_culture
me_land_2559,Amon lothen,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_2560,Dol lothen,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,iron,rural_settlement,
me_land_2561,Naren March,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,horses,rural_settlement,levantine_culture
me_land_2562,Eithel lothen,me_lebennin_region,GON,place,5.187,me_gondorian,me_valar_worship,,wool,rural_settlement,cara_culture
me_land_2563,Deepbridge End,me_shire_breeland_region,BRE,place,0.49,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_2564,Barazinbar,me_rhun_region,IRO,place,0.449,me_longbeard,me_mahal_cult,,wheat,rural_settlement,
me_land_2565,Emyn lothen,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_2566,Imlad lothen,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_2567,Rhoven March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_2568,Woldgar,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,wheat,rural_settlement,nyamwezi_culture
me_land_2569,Aldham,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,wheat,rural_settlement,nyamal_culture
me_land_2570,Minas lothen,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_2571,Ost lothen,me_enedwaith_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,wheat,rural_settlement,
me_land_2572,Taur lothen,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_2573,Sagen March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_2574,Sharen March,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,livestock,rural_settlement,guamar_culture
me_land_2575,Bar lothen,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,livestock,rural_settlement,kanembu_culture
me_land_2576,Bizarinbar,me_grey_mountains_region,ERE,place,0.809,me_longbeard,me_mahal_cult,,wool,rural_settlement,
me_land_2577,Calen lothen,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_2578,Celon lothen,me_anorien_region,GON,place,5.187,me_gondorian,me_valar_worship,,wheat,rural_settlement,caquetio_culture
me_land_2579,Eastbridge End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_2580,Bundinbar,me_grey_mountains_region,ERE,place,1.488,me_longbeard,me_mahal_cult,,wool,rural_settlement,zafiraminia_culture
me_land_2581,Nim lothen,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,livestock,rural_settlement,popoloca_culture
me_land_2582,Snowmere Reach,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wool,rural_settlement,
me_land_2583,Balkuk,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,livestock,rural_settlement,shina_culture
me_land_2584,Starmere Reach,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_2585,Ulden March,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wheat,rural_settlement,lesser_polish
me_land_2586,Wainen March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_2587,Greenbridge End,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_2588,Whitemere Reach,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,wild_game,rural_settlement,
me_land_2589,Wintermere Reach,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,wild_game,rural_settlement,
me_land_2590,Greybridge End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_2591,Amon mornen,me_lindon_region,LIN,place,0.129,me_sindar,me_valar_worship,,livestock,rural_settlement,
me_land_2592,Dol mornen,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_2593,Eithel mornen,me_lebennin_region,GON,place,3.891,me_gondorian,me_valar_worship,,livestock,rural_settlement,henia_culture
me_land_2594,Merrybury,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_2595,Coldpoint Reach,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,wild_game,rural_settlement,
me_land_2596,Emyn mornen,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_2597,Grishkrak Camp,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_2598,Krimpkrak Camp,me_mordor_region,MOR,place,6.356,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,arosi_culture
me_land_2599,Longbridge End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_2600,Zoren March,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wool,rural_settlement,mapuche_culture
me_land_2601,Goldenhall,me_anduin_vale_region,BEO,place,0.296,me_beorning,me_northern_ways,,wool,rural_settlement,
me_land_2602,Imlad mornen,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_2603,Lugkrak Camp,me_anduin_vale_region,MOA,place,1.215,me_misty_orc,me_melkorism,,clay,rural_settlement,
me_land_2604,Balod March,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_2605,Borod March,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wool,rural_settlement,lepai_nde_culture
me_land_2606,Beorham,me_rohan_region,ROH,place,1.354,me_rohirric,me_northern_ways,,wool,rural_settlement,
me_land_2607,Drazuk,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,copper,rural_settlement,
me_land_2608,Mauhkrak Camp,me_enedwaith_region,MOA,place,2.376,me_misty_orc,me_melkorism,,wool,rural_settlement,penobscot_culture
me_land_2609,Minas mornen,me_lebennin_region,GON,place,5.187,me_gondorian,me_valar_worship,,livestock,rural_settlement,cappadocian_greek_culture
me_land_2610,Driftpoint Reach,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wool,rural_settlement,
me_land_2611,Ost mornen,me_ithilien_region,WILD,wilderness,0.013,me_gondorian,me_valar_worship,,clay,rural_settlement,
me_land_2612,Muzgkrak Camp,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_2613,Gathod March,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_2614,Lakegarth,me_rhun_region,DOR,place,1.558,me_dorwinrim,me_northern_ways,,wheat,rural_settlement,yanga_culture
me_land_2615,Karmod March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_2616,Gharuk,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,copper,rural_settlement,
me_land_2617,Zarim Gate,me_umbar_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,wheat,rural_settlement,unggarangi_culture
me_land_2618,Khurod March,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,livestock,rural_settlement,guale_culture
me_land_2619,Azrir Gate,me_near_harad_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,wool,rural_settlement,unami_culture
me_land_2620,Longgarth,me_dale_region,ESG,place,1.612,me_dalish,me_northern_ways,,wool,rural_settlement,wu_culture
me_land_2621,Taur mornen,me_south_gondor_region,GON,place,5.187,me_gondorian,me_valar_worship,,wool,rural_settlement,canta_culture
me_land_2622,Northbridge End,me_mirkwood_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_2623,Duminbar,me_rhun_region,IRO,place,0.45,me_longbeard,me_mahal_cult,,wheat,rural_settlement,
me_land_2624,Bahrir Gate,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,livestock,rural_settlement,
me_land_2625,Bar mornen,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,wool,rural_settlement,
me_land_2626,Oakbridge End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_2627,Calen mornen,me_lebennin_region,GON,place,5.187,me_gondorian,me_valar_worship,,wool,rural_settlement,calusa_culture
me_land_2628,Celon mornen,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_2629,Southbridge End,me_mirkwood_region,WDM,place,1.26,me_woodman,me_northern_ways,,medicaments,rural_settlement,
me_land_2630,Lodod March,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,clay,rural_settlement,guaiteco_culture
me_land_2631,Frostpoint Reach,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_2632,Nim mornen,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,wheat,rural_settlement,pontic_greek_culture
me_land_2633,Stonebridge End,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_2634,Bregoham,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,horses,rural_settlement,nuxalc_culture
me_land_2635,Amon nenen,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,fish,rural_settlement,
me_land_2636,Nazgkrak Camp,me_north_arnor_region,ANG,place,1.492,me_northern_orc,me_melkorism,,wool,rural_settlement,yolngu_culture
me_land_2637,Darir Gate,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,copper,rural_settlement,
me_land_2638,Westbridge End,me_enedwaith_region,DUN,place,4.105,me_dunlending,me_dunland_ways,,clay,rural_settlement,harauti
me_land_2639,Narod March,me_rhun_region,RH3,place,5.556,me_sagath,me_melkorism,,wheat,rural_settlement,bamu_culture
me_land_2640,Alderbrook End,me_enedwaith_region,WILD,wilderness,0.007,me_dunlending,me_dunland_ways,,medicaments,rural_settlement,
me_land_2641,Mossbury,me_shire_breeland_region,SHI,place,2.869,me_shire_hobbit,me_northern_ways,,wheat,rural_settlement,moneton_culture
me_land_2642,Boughbole,me_anduin_vale_region,FAN,place,0.02,me_onodrim,me_eldest_ways,,wool,rural_settlement,
me_land_2643,Dol nenen,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,wool,rural_settlement,ponca_culture
me_land_2644,Ashbrook End,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_2645,Farir Gate,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,wool,rural_settlement,
me_land_2646,Eithel nenen,me_mirkwood_region,WOO,place,0.607,me_silvan,me_valar_worship,,medicaments,rural_settlement,
me_land_2647,Emyn nenen,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_2648,Imlad nenen,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_2649,Icepoint Reach,me_forochel_region,LOS,place,0.031,me_lossoth,me_lossoth_ways,,fish,rural_settlement,
me_land_2650,Skaikrak Camp,me_grey_mountains_region,GUN,place,5.322,me_northern_orc,me_melkorism,,wild_game,rural_settlement,bauzi_culture
me_land_2651,Minas nenen,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_2652,Barrowbrook End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_2653,Northpoint Reach,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fish,rural_settlement,
me_land_2654,Ost nenen,me_lebennin_region,GON,place,5.187,me_gondorian,me_valar_worship,,wool,rural_settlement,calima_culture
me_land_2655,Taur nenen,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_2656,Uglkrak Camp,me_anduin_vale_region,MOA,place,2.238,me_misty_orc,me_melkorism,,clay,rural_settlement,runga_culture
me_land_2657,Hadrir Gate,me_umbar_region,UMB,place,1.694,me_umbarite,me_sauron_cult,,wheat,rural_settlement,unalig_culture
me_land_2658,Beaconbrook End,me_anorien_region,DRU,place,1.003,me_druedain,me_druedain_ways,,wool,rural_settlement,
me_land_2659,Palepoint Reach,me_forochel_region,LOS,place,0.031,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_2660,Blackbrook End,me_enedwaith_region,WILD,wilderness,0.008,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_2661,Bar nenen,me_brown_lands_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_2662,Kharir Gate,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,wool,rural_settlement,
me_land_2663,Bramblebrook End,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_2664,Urukkrak Camp,me_mordor_region,MOR,place,8.473,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,angevin
me_land_2665,Mahrir Gate,me_near_harad_region,HRA,place,3.613,me_near_haradrim,me_southron_ways,,salt,rural_settlement,ikoot_culture
me_land_2666,Calen nenen,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,iron,rural_settlement,
me_land_2667,Celon nenen,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,wool,rural_settlement,
me_land_2668,Rhovod March,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wheat,rural_settlement,leonese
me_land_2669,Kanduk,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,livestock,rural_settlement,
me_land_2670,Narir Gate,me_umbar_region,UMB,place,0.662,me_umbarite,me_sauron_cult,,wool,rural_settlement,
me_land_2671,Sagod March,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,clay,rural_settlement,guaitaka_culture
me_land_2672,Bucklandbrook End,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_2673,Qasir Gate,me_near_harad_region,HRA,place,3.613,me_near_haradrim,me_southron_ways,,wool,rural_settlement,ikog_culture
me_land_2674,Khazuk,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,salt,rural_settlement,
me_land_2675,Nim nenen,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,wheat,rural_settlement,kandas_culture
me_land_2676,Sharod March,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,livestock,rural_settlement,guaikuru_culture
me_land_2677,Sealpoint Reach,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_2678,Amon rathen,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_2679,Uldod March,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wool,rural_settlement,maori_culture
me_land_2680,Ashlug Camp,me_anduin_vale_region,MOA,place,2.376,me_misty_orc,me_melkorism,,wheat,rural_settlement,pennacook_culture
me_land_2681,Rakhir Gate,me_near_harad_region,UMB,place,1.313,me_umbarite,me_sauron_cult,,wheat,rural_settlement,
me_land_2682,Dol rathen,me_lindon_region,LIN,place,0.051,me_sindar,me_valar_worship,,livestock,rural_settlement,
me_land_2683,Wainod March,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_2684,Sahrir Gate,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,salt,rural_settlement,
me_land_2685,Honeyhall,me_anduin_vale_region,BEO,place,0.296,me_beorning,me_northern_ways,,clay,rural_settlement,
me_land_2686,Khoruk,me_khand_region,KHA,place,0.657,me_variag,me_melkorism,,copper,rural_settlement,
